subject,pitch,ioi,tempo,loudness,tap_condition,key_press,tap_times,true_score,response,rt,error,tapped,tap_type,block,trial,test_correct,test_incorrect,test_skipped,extreme_responses,pearsonr,intercept,slope,residual,cooks
1,5,329,5,2,False,,,87.0672,100.0,3525.5949999555014,12.9328,False,0,2,86,4,2,0,7.0,0.9169932084886164,455.2789762187333,-64.39673536831506,17.96822093677578,0.06239866844350204
1,7,504,3,0,False,,,56.30039,35.0,8772.919999959413,-21.30039,False,0,2,87,4,2,0,7.0,0.9169932084886164,455.2789762187333,-64.39673536831506,-19.565378974583837,0.021258363077180976
1,5,843,1,1,False,,,19.19495,27.0,2146.1550000240095,7.805050000000001,False,0,2,88,4,2,0,7.0,0.9169932084886164,455.2789762187333,-64.39673536831506,5.559702160794718,0.0033239665960835938
1,3,652,2,2,False,,,37.72798,29.0,2757.709999976214,-8.727980000000002,False,0,2,89,4,2,0,7.0,0.9169932084886164,455.2789762187333,-64.39673536831506,-8.985261389453512,0.0054935425073249205
1,6,425,4,0,False,,,68.59844,76.0,2737.2549999854527,7.4015600000000035,False,0,2,90,4,2,0,7.0,0.9169932084886164,455.2789762187333,-64.39673536831506,10.45580841793823,0.010431336274966186
2,4,550,3,1,True,,,50.0,43.0,2671.1750000249594,-7.0,False,1,0,1,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,-5.76459200018077,0.001523058508286208
2,7,918,1,2,True,,,13.04687,24.0,2740.6999999657273,10.95313,False,1,0,2,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,16.30843897921143,0.033326524390526566
2,5,504,3,1,True,,,56.30039,50.0,885.355000034906,-6.30039,False,1,0,3,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,-5.767417222041125,0.0015085091993803622
2,3,463,4,2,True,,,62.42097,72.0,2873.265000001993,9.579030000000003,False,1,0,4,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,9.42962261371872,0.0055105907356075255
2,2,599,3,1,True,,,43.84378,29.0,4143.784999963827,-14.843780000000002,False,1,0,5,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,-12.922015879320845,0.008386104553248166
2,3,329,5,0,True,,,87.0672,100.0,3032.069999957457,12.9328,False,1,0,6,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,10.035583816344186,0.01774998683463421
2,7,550,3,1,True,,,50.0,24.0,2155.8899999945424,-26.0,False,1,0,7,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,-24.76459200018077,0.02848597157220278
2,6,329,5,0,True,,,87.0672,100.0,2344.570000015665,12.9328,False,1,0,8,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,10.035583816344186,0.01774998683463421
2,5,843,1,2,True,,,19.19495,0.0,2087.34500000719,-19.19495,False,1,0,9,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,-14.52508617267876,0.026573732473988133
2,4,329,5,2,True,"[74, 74]","[441, 969]",87.0672,100.0,2753.3149999799207,12.9328,True,2,0,10,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,10.035583816344186,0.01774998683463421
2,6,843,1,1,True,,,19.19495,0.0,2058.08500002604,-19.19495,False,1,0,11,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,-14.52508617267876,0.026573732473988133
2,2,774,2,1,True,,,25.3549,0.0,2111.3900000345893,-25.3549,False,1,0,12,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,-21.37181262060333,0.042921588841140064
2,6,390,4,0,True,,,74.79787,79.0,3007.5749999959953,4.202129999999997,False,1,0,13,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,2.6728181268503874,0.0010477771939901158
2,7,358,5,2,True,,,80.9736,67.0,2635.915000049863,-13.973600000000005,False,1,0,14,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,-16.19144050243591,0.02617257180906316
2,4,425,4,1,True,,,68.59844,50.0,1028.5600000061095,-18.598439999999997,False,1,0,15,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,-19.43657088346184,0.02483243737578817
2,6,550,3,0,True,,,50.0,62.0,4666.885000013281,12.0,False,1,0,16,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,13.23540799981923,0.008231045949751353
2,5,425,4,1,True,,,68.59844,81.0,2624.980000022333,12.401560000000003,False,1,0,17,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,11.56342911653816,0.010324692284113124
2,7,774,2,2,True,,,25.3549,14.0,1855.7850000215694,-11.3549,False,1,0,18,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,-7.371812620603329,0.0057089519836328794
2,2,329,5,2,True,,,87.0672,100.0,3072.8899999521673,12.9328,False,1,0,19,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,10.035583816344186,0.01774998683463421
2,7,425,4,0,True,,,68.59844,59.0,3219.249999965541,-9.598439999999997,False,1,0,20,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,-10.43657088346184,0.006778781533037244
2,6,652,2,0,True,,,37.72798,21.0,2019.7749999933876,-16.727980000000002,False,1,0,21,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,-14.124367458972678,0.011847908838110419
2,3,550,3,0,True,,,50.0,50.0,784.0399999986403,0.0,False,1,0,22,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,1.2354079998192304,7.703221601150223e-05
2,5,358,5,2,True,,,80.9736,88.0,2224.6049999957904,7.026399999999995,False,1,0,23,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,4.80855949756409,0.0037332153783802315
2,3,652,2,1,True,,,37.72798,15.0,1579.4549999991432,-22.727980000000002,False,1,0,24,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,-20.124367458972678,0.023748471684686027
2,4,918,1,0,True,,,13.04687,0.0,2003.9949999772944,-13.04687,False,1,0,25,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,-7.69156102078857,0.010829343709754325
2,5,652,2,1,True,,,37.72798,21.0,2556.5000000060536,-16.727980000000002,False,1,0,26,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,-14.124367458972678,0.011847908838110419
2,3,1000,1,2,True,,,6.87518,0.0,3870.890000020154,-6.87518,False,1,0,27,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,-0.8317814315190926,0.0007414915302889375
2,2,463,4,1,True,,,62.42097,74.0,5073.4100000117905,11.579030000000003,False,1,0,28,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,11.42962261371872,0.007978380895596751
2,4,774,2,0,True,,,25.3549,0.0,12793.769999989308,-25.3549,False,1,0,29,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,-21.37181262060333,0.042921588841140064
2,2,843,1,2,True,,,19.19495,20.0,3605.2500000223517,0.8050500000000014,False,1,0,30,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,5.47491382732124,0.00241282145022709
2,6,918,1,0,True,"[74, 74, 74, 74, 74, 74]","[348, 940, 1550, 2194, 2781, 3402]",13.04687,14.0,2340.1450000237674,0.9531299999999998,True,2,1,31,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,6.30843897921143,0.003985482140586782
2,4,599,3,0,True,"[74, 74, 74, 74]","[395, 952, 1498, 2038]",43.84378,32.0,3683.2500000018626,-11.843780000000002,True,2,1,32,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,-9.922015879320845,0.004973787605049694
2,3,918,1,1,True,"[74, 74, 74, 74, 74]","[279, 859, 1428, 1991, 3587]",13.04687,0.0,3346.1349999997765,-13.04687,True,2,1,33,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,-7.69156102078857,0.010829343709754325
2,7,329,5,0,True,"[74, 74, 74]","[261, 766, 1289]",87.0672,86.0,3261.6300000227056,-1.0671999999999997,True,2,1,34,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,-3.964416183655814,0.0011487514188753222
2,2,390,4,2,True,"[74, 74, 74]","[290, 801, 1347]",74.79787,78.0,2860.355000011623,3.202129999999997,True,2,1,35,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,1.6728181268503874,0.0005274013876948857
2,7,710,2,1,True,"[74, 74, 74, 74, 74]","[360, 958, 1562, 2154, 2815]",31.58063,34.0,2633.434999966994,2.4193700000000007,True,2,1,36,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,5.708353957225729,0.0019047404399861305
2,4,358,5,0,True,"[74, 74, 74]","[319, 842, 1382]",80.9736,86.0,2773.8249999820255,5.026399999999995,True,2,1,37,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,2.80855949756409,0.0015898905013151214
2,5,390,4,2,True,"[74, 74, 74]","[325, 853, 1422]",74.79787,96.0,2032.370000029914,21.202129999999997,True,2,1,38,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,19.672818126850387,0.036956294012309106
2,7,599,3,0,True,"[74, 74, 74, 74]","[511, 1074, 1596, 2154]",43.84378,50.0,1205.3500000038184,6.156219999999998,True,2,1,39,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,8.077984120679155,0.0031112371951746024
2,5,774,2,0,True,"[74, 74, 74, 74, 74, 74]","[302, 900, 1492, 2003, 2525, 3065]",25.3549,16.0,2730.7850000215694,-9.3549,True,2,1,40,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,-5.371812620603329,0.0032211396775141845
2,3,425,4,1,True,"[74, 74, 74]","[337, 865, 1422]",68.59844,79.0,2450.124999973923,10.401560000000003,True,2,1,41,4,2,0,24.0,0.9353814937677025,554.675261884599,-80.17705579962137,9.56342911653816,0.007206027701006496
