trial_type,trial_index,time_elapsed,internal_node_id,subject,tap_condition,code_version,tap_times,stimulus,key_press,event,button_pressed,response,experiment,valid_key_press,valid_tap_times,pref_rate,test_correct,test_incorrect,test_skipped,extreme_responses,pearsonr,intercept,slope
audio-multiple-response,17,117916,0.0-6.0,39,True,v1.1,"[4882, 11709]",,"[74, 32]",tapping_test,,,IT2,[74],[4882],,6,0,0,35.0,0.8269324507777651,53.418651713979486,38.140857223805114
audio-multiple-response,17,82317,0.0-6.0,40,True,v1.1,"[4048, 6384, 6912, 7328, 8704, 8960, 9376, 9632, 10016, 10240, 10448, 10480, 11008, 11472, 13936]",,"[32, 32, 70, 70, 32, 32, 70, 70, 32, 70, 70, 32, 32, 32, 70]",tapping_test,,,IT2,[70 70 70 70 70 70 70],[ 6912  7328  9376  9632 10240 10448 13936],512.0,0,6,0,17.0,0.9422834504726383,48.69414537617372,48.39562573928036
audio-multiple-response,17,146119,0.0-6.0,41,False,v1.1,"[725, 1360, 1989, 2581, 3232, 3845, 4469, 5056, 5653, 6208, 6837, 7408, 8053, 8651, 9216, 9803, 10421, 11200, 11781, 12320, 12859, 13424, 13979, 14523]",,"[70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70]",tapping_test,,,IT2,[70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70],"[  725  1360  1989  2581  3232  3845  4469  5056  5653  6208  6837  7408
  8053  8651  9216  9803 10421 11200 11781 12320 12859 13424 13979 14523]",592.0,6,0,0,6.0,0.9069506358794714,48.08546348313544,45.90571693882322
audio-multiple-response,17,302472,0.0-6.0,42,False,v1.1,"[1851, 4501, 6171, 7789, 9349, 10869, 13011, 14589]",,"[74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,IT2,[74 74 74 74 74 74 74 74],[ 1851  4501  6171  7789  9349 10869 13011 14589],1618.0,6,0,0,14.0,0.9308738600778573,49.35564870294206,58.11896974718626
audio-multiple-response,17,159554,0.0-6.0,43,False,v1.1,"[453, 1312, 2125, 2955, 3825, 4685, 5492, 6287, 7158, 7982, 8812, 9625, 10408, 11227, 12045, 12817, 13572, 14408]",,"[70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70]",tapping_test,,,IT2,[70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70],"[  453  1312  2125  2955  3825  4685  5492  6287  7158  7982  8812  9625
 10408 11227 12045 12817 13572 14408]",819.0,6,0,0,10.0,0.9125415685796182,50.28285523730278,36.88197049413586
audio-multiple-response,17,432001,0.0-6.0,44,False,v1.1,"[743, 935, 1144, 1329, 1521, 1718, 1921, 2119, 2310, 2531, 2705, 2926, 3117, 3309, 3518, 3733, 3930, 4139, 4348, 4563, 4783, 5010, 5219, 5445, 5654, 5851, 6043, 6269, 6444, 6653, 6879, 7076, 7279, 7483, 7686, 7872, 8063, 8295, 8499, 8696, 8905, 9120, 9358, 9526, 9747, 9932, 10136, 10350, 10559, 10768, 10989, 11204, 11418, 11610, 11807, 12022, 12237, 12452, 12666, 12875, 13067, 13282, 13497, 13717, 13926, 14100, 14286, 14478, 14687, 14884]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,IT2,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74]","[  743   935  1144  1329  1521  1718  1921  2119  2310  2531  2705  2926
  3117  3309  3518  3733  3930  4139  4348  4563  4783  5010  5219  5445
  5654  5851  6043  6269  6444  6653  6879  7076  7279  7483  7686  7872
  8063  8295  8499  8696  8905  9120  9358  9526  9747  9932 10136 10350
 10559 10768 10989 11204 11418 11610 11807 12022 12237 12452 12666 12875
 13067 13282 13497 13717 13926 14100 14286 14478 14687 14884]",209.0,5,0,1,15.0,0.9199364502248515,44.21434357425121,45.37780862124186
audio-multiple-response,17,113656,0.0-6.0,45,True,v1.1,"[1683, 5898, 8284, 10437, 13195]",,"[74, 74, 74, 74, 74]",tapping_test,,,IT2,[74 74 74 74 74],[ 1683  5898  8284 10437 13195],2572.0,4,2,0,21.0,0.86631841877494,47.19382307501603,44.645285614320045
audio-multiple-response,17,110028,0.0-6.0,46,True,v1.1,"[935, 3640, 3982, 4220, 4667, 6293, 9294, 9468, 14913]",,"[32, 32, 32, 32, 32, 187, 32, 32, 32]",tapping_test,,,IT2,[],[],,1,5,0,69.0,0.84055512786123,51.86438911922447,54.878505837612565
audio-multiple-response,17,88673,0.0-6.0,49,True,v1.1,"[619, 789, 968, 1120, 1349, 1848, 2248, 2728, 3229, 3688, 3880, 4099, 4509, 7779, 7968, 8128, 8299, 8459, 8629, 8800, 8989, 9168, 9349, 11000, 13669]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 174]",tapping_test,,,IT2,[74 74 74 74 74 74 74 74 74 74 74 74 74],[ 619  789  968 1120 1349 1848 2248 2728 3229 3688 3880 4099 4509],314.5,2,4,0,74.0,0.46514769744631856,50.139176096616026,7.362102375781824
audio-multiple-response,17,87758,0.0-6.0,50,True,v1.1,"[226, 395, 551, 714, 865, 1579, 2792, 2978, 3146, 3309, 3477, 3640, 3808, 3971, 4156, 4354, 4516, 4690, 4876, 5045, 5224, 5410, 5573, 5747, 5909, 6095, 6304, 6484, 6693, 6896, 7105, 7291, 7500, 7709, 7901, 8081, 8290, 8487, 8690, 8893, 9062, 9259, 9445, 9671, 9880, 10077, 10275, 10437, 10635, 10809, 11000, 11215, 11389, 11564, 11755, 11929, 12127, 12307, 12510, 12690, 12881, 13067, 13270, 13456, 13648, 13839, 14042, 14240, 14443, 14634, 14826]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,IT2,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74]","[  226   395   551   714   865  1579  2792  2978  3146  3309  3477  3640
  3808  3971  4156  4354  4516  4690  4876  5045  5224  5410  5573  5747
  5909  6095  6304  6484  6693  6896  7105  7291  7500  7709  7901  8081
  8290  8487  8690  8893  9062  9259  9445  9671  9880 10077 10275 10437
 10635 10809 11000 11215 11389 11564 11755 11929 12127 12307 12510 12690
 12881 13067 13270 13456 13648 13839 14042 14240 14443 14634 14826]",186.0,6,0,0,57.0,-0.0341556054154577,52.8057780941469,-1.7951073311659176
audio-multiple-response,17,153474,0.0-6.0,51,False,v1.1,"[432, 571, 752, 920, 1101, 1291, 1461, 1632, 1811, 1992, 2152, 2331, 2491, 2672, 2832, 3021, 3181, 3371, 3531, 3712, 3891, 4061, 4240, 4400, 4581, 4752, 4920, 5091, 5272, 5451, 5621, 5800, 5992, 6171, 6291, 6512, 6672, 6840, 7011, 7192, 7381, 7560, 7752, 7920, 8112, 8291, 8472, 8640, 8811, 9000, 9160, 9331, 9501, 9680, 9851, 10032, 10221, 10392, 10571, 10752, 10920, 11091, 11280, 11461, 11632, 11821, 12000, 12171, 12360, 12541, 12720, 12901, 13080, 13251, 13421, 13611, 13792, 13960, 14131, 14301, 14480, 14661, 14851]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,IT2,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74]","[  432   571   752   920  1101  1291  1461  1632  1811  1992  2152  2331
  2491  2672  2832  3021  3181  3371  3531  3712  3891  4061  4240  4400
  4581  4752  4920  5091  5272  5451  5621  5800  5992  6171  6291  6512
  6672  6840  7011  7192  7381  7560  7752  7920  8112  8291  8472  8640
  8811  9000  9160  9331  9501  9680  9851 10032 10221 10392 10571 10752
 10920 11091 11280 11461 11632 11821 12000 12171 12360 12541 12720 12901
 13080 13251 13421 13611 13792 13960 14131 14301 14480 14661 14851]",179.0,5,0,1,38.0,0.933188576498485,48.857603102522575,54.829622100666086
audio-multiple-response,17,114844,0.0-6.0,52,False,v1.1,"[702, 1207, 1724, 2188, 2775, 3164, 3669, 4185, 4667, 5155, 5706, 6188, 6635, 7140, 7634, 8121, 8632, 9114, 9642, 10124, 10646, 11128, 11668, 12121, 12690, 13160, 13665, 14164, 14634]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,IT2,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74]","[  702  1207  1724  2188  2775  3164  3669  4185  4667  5155  5706  6188
  6635  7140  7634  8121  8632  9114  9642 10124 10646 11128 11668 12121
 12690 13160 13665 14164 14634]",496.5,6,0,0,35.0,0.920531533225379,51.601176004148414,53.90047995838732
audio-multiple-response,17,148933,0.0-6.0,53,True,v1.1,"[520, 949, 1480, 1989, 2448, 2960, 3448, 3939, 4429, 4880, 5408, 5859, 6389, 6909, 7400, 7888, 8379, 8869, 9360, 9869, 10360, 10848, 11360, 11869, 12339, 12840, 13320, 13789, 14360, 14840]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,IT2,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74]","[  520   949  1480  1989  2448  2960  3448  3939  4429  4880  5408  5859
  6389  6909  7400  7888  8379  8869  9360  9869 10360 10848 11360 11869
 12339 12840 13320 13789 14360 14840]",491.0,2,4,0,22.0,0.9384589094327958,51.83577896231262,52.33268512706957
audio-multiple-response,17,62789,0.0-6.0,55,False,v1.1,"[4934, 5509, 5985, 7123]",,"[32, 67, 67, 50]",tapping_test,,,IT2,[],[],,4,2,0,90.0,0.2987961550190706,53.86118396428816,6.044903230063982
audio-multiple-response,17,70481,0.0-6.0,54,True,v1.1,"[5410, 5631, 5805, 5979, 6147, 6287, 7268, 7576, 7761, 7964, 8847, 9178, 9352, 9950, 10130]",,"[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 187, 16, 187, 187, 187]",tapping_test,,,IT2,[],[],,5,1,0,82.0,0.09468830659456254,50.4766403301678,-0.10370927411499009
audio-multiple-response,17,105804,0.0-6.0,57,True,v1.1,"[221, 865, 1428, 1933, 2194, 2456, 2699, 2978, 3727, 4540, 5683, 6536, 7320, 8098, 8789, 9474, 10118, 10623, 11053, 11476, 11738, 11999, 12260, 12475, 12684, 12893, 13241, 13473, 13682, 13880]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,IT2,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74]","[  221   865  1428  1933  2194  2456  2699  2978  3727  4540  5683  6536
  7320  8098  8789  9474 10118 10623 11053 11476 11738 11999 12260 12475
 12684 12893 13241 13473 13682 13880]",423.0,4,2,0,49.0,0.24703913787186044,46.788301185416245,6.006931149688343
audio-multiple-response,17,93475,0.0-6.0,47,False,v1.1,"[4040, 4128, 4629, 6720, 7419, 7909, 8549, 8560, 8939, 9168, 9379, 9419, 9640, 9699, 9960, 10000, 10280, 10320]",,"[70, 74, 70, 13, 32, 70, 70, 74, 74, 74, 74, 70, 74, 70, 70, 74, 70, 74]",tapping_test,,,IT2,[70 74 70 70 70 74 74 74 74 70 74 70 70 74 70 74],"[ 4040  4128  4629  7909  8549  8560  8939  9168  9379  9419  9640  9699
  9960 10000 10280 10320]",221.0,6,0,0,42.0,-0.42049512380837667,46.04394007365808,-27.989781632836454
audio-multiple-response,17,95870,0.0-6.0,58,True,v1.1,"[461, 1011, 1501, 2032, 2611, 3181, 3741, 4341, 4901, 5472, 6021, 6592, 7091, 7640, 8120, 8651, 9181, 9632, 10160, 10701, 11211, 11691, 12240, 12771, 13291, 13840, 14341, 14832]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,IT2,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74]","[  461  1011  1501  2032  2611  3181  3741  4341  4901  5472  6021  6592
  7091  7640  8120  8651  9181  9632 10160 10701 11211 11691 12240 12771
 13291 13840 14341 14832]",531.0,6,0,0,16.0,0.9531324504147719,46.03617600927198,55.80935927793946
audio-multiple-response,17,68946,0.0-6.0,56,True,v1.1,"[4580, 8754, 8916, 9485]",,"[32, 16, 187, 187]",tapping_test,,,IT2,[],[],,6,0,0,17.0,0.9554987351512618,50.502608954791285,45.09525146664467
audio-multiple-response,17,82682,0.0-6.0,60,False,v1.1,"[1672, 5306, 13630]",,"[74, 74, 32]",tapping_test,,,IT2,[74 74],[1672 5306],,0,6,0,45.0,0.8823967458831691,55.07707025840239,54.32396466830595
audio-multiple-response,17,97382,0.0-6.0,62,True,v1.1,"[331, 480, 611, 749, 891, 1029, 1171, 1331, 1469, 1621, 1771, 1920, 2069, 2229, 2371, 2509, 2669, 2821, 2971, 3120, 3261, 3429, 3571, 3741, 3901, 4069, 4221, 4371, 4531, 4691, 4851, 4989, 5141, 5309, 5451, 5611, 5760, 5891, 6051, 6181, 6341, 6469, 6621, 6771, 6931, 7080, 7221, 7381, 7531, 7669, 7829, 7981, 8141, 8291, 8440, 8611, 8760, 8920, 9069, 9221, 9381, 9520, 9640, 9789, 10560, 10800, 10981, 11160, 11371, 11629, 11851, 12069, 12341, 12571, 12821, 13051, 13280, 13501, 13709, 13941, 14120, 14320, 14520, 14709, 14981]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,IT2,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74]","[  331   480   611   749   891  1029  1171  1331  1469  1621  1771  1920
  2069  2229  2371  2509  2669  2821  2971  3120  3261  3429  3571  3741
  3901  4069  4221  4371  4531  4691  4851  4989  5141  5309  5451  5611
  5760  5891  6051  6181  6341  6469  6621  6771  6931  7080  7221  7381
  7531  7669  7829  7981  8141  8291  8440  8611  8760  8920  9069  9221
  9381  9520  9640  9789 10560 10800 10981 11160 11371 11629 11851 12069
 12341 12571 12821 13051 13280 13501 13709 13941 14120 14320 14520 14709
 14981]",156.0,4,0,2,5.0,0.8950287970758657,48.75775326678864,37.06053649320236
audio-multiple-response,17,146909,0.0-6.0,63,True,v1.1,"[360, 11272, 11651]",,"[74, 74, 74]",tapping_test,,,IT2,[74 74 74],[  360 11272 11651],,6,0,0,24.0,0.9035113574992748,51.27670729585761,49.139900408080976
audio-multiple-response,17,101802,0.0-6.0,64,True,v1.1,"[389, 829, 1331, 1811, 2269, 2760, 3240, 3709, 4171, 4661, 5131, 5611, 6069, 6541, 7051, 7520, 7989, 8451, 8941, 9461, 9949, 10400, 10920, 11349, 11840, 12301, 12789, 13251, 13760, 14229, 14720]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,IT2,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74]","[  389   829  1331  1811  2269  2760  3240  3709  4171  4661  5131  5611
  6069  6541  7051  7520  7989  8451  8941  9461  9949 10400 10920 11349
 11840 12301 12789 13251 13760 14229 14720]",476.0,6,0,0,38.0,0.9560056542907867,51.79012859090419,59.65492629418894
audio-multiple-response,17,131195,0.0-6.0,65,False,v1.1,"[476, 1376, 2229, 3111, 3849, 4731, 5515, 6298, 7059, 7930, 8725, 9549, 10310, 11088, 11918, 12713, 13537, 14280]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,IT2,[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74],"[  476  1376  2229  3111  3849  4731  5515  6298  7059  7930  8725  9549
 10310 11088 11918 12713 13537 14280]",795.0,4,2,0,47.0,0.8797646351337047,50.985738441589774,52.18861101367885
audio-multiple-response,17,178435,0.0-6.0,68,True,v1.1,"[640, 1061, 1560, 2021, 2501, 2992, 3432, 3912, 4360, 4811, 5272, 5731, 6181, 6611, 7080, 7552, 7992, 8440, 8861, 9301, 9771, 10240, 10691, 11192, 11640, 12112, 12571, 13000, 13421, 13832, 14181]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,IT2,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74]","[  640  1061  1560  2021  2501  2992  3432  3912  4360  4811  5272  5731
  6181  6611  7080  7552  7992  8440  8861  9301  9771 10240 10691 11192
 11640 12112 12571 13000 13421 13832 14181]",451.0,6,0,0,39.0,0.9235518285662343,54.29908473709777,59.11179844393232
audio-multiple-response,17,195013,0.0-6.0,69,False,v1.1,"[603, 960, 1163, 1339, 1525, 1696, 1899, 2107, 2320, 2544, 2757, 3003, 3227, 3515, 3808, 4059, 4299, 4517, 4757, 4981, 5184, 5419, 5653, 5904, 6160, 6411, 6683, 6923, 7141, 7381, 7627, 7893, 8117, 8368, 8613, 8853, 9088, 9328, 9557, 9829, 10053, 10320, 10576, 10789, 11040, 11264, 11531, 11781, 12000, 12251, 12464, 12699, 12933, 13179, 13397, 13648, 13851, 14085, 14469, 14725, 14933]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,IT2,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74]","[  603   960  1163  1339  1525  1696  1899  2107  2320  2544  2757  3003
  3227  3515  3808  4059  4299  4517  4757  4981  5184  5419  5653  5904
  6160  6411  6683  6923  7141  7381  7627  7893  8117  8368  8613  8853
  9088  9328  9557  9829 10053 10320 10576 10789 11040 11264 11531 11781
 12000 12251 12464 12699 12933 13179 13397 13648 13851 14085 14469 14725
 14933]",237.5,4,0,2,20.0,0.8716212060912736,48.327323744484644,47.47924745068537
audio-multiple-response,17,155892,0.0-6.0,70,True,v1.1,"[639, 882, 1329, 1811, 2293, 2821, 3396, 3976, 4609, 5213, 5828, 6351, 6931, 7517, 8046, 8528, 9131, 9689, 10298, 10867, 11401, 11929, 12481, 13026, 13578, 14060, 14536]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,IT2,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74]","[  639   882  1329  1811  2293  2821  3396  3976  4609  5213  5828  6351
  6931  7517  8046  8528  9131  9689 10298 10867 11401 11929 12481 13026
 13578 14060 14536]",548.5,5,0,1,54.0,0.840946032333197,52.1959569169259,65.33610187563457
audio-multiple-response,17,179192,0.0-6.0,71,False,v1.1,"[691, 1469, 2293, 3082, 3849, 4667, 5422, 6200, 7001, 7744, 8493, 9352, 10066, 10850, 11610, 12428, 13212, 13973, 14745]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,IT2,[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74],"[  691  1469  2293  3082  3849  4667  5422  6200  7001  7744  8493  9352
 10066 10850 11610 12428 13212 13973 14745]",778.0,6,0,0,5.0,0.9427771175363916,50.3206392900737,44.72191473362045
audio-multiple-response,17,136628,0.0-6.0,72,True,v1.1,"[789, 1600, 2360, 3109, 3851, 4571, 5261, 5981, 6701, 7451, 8141, 8891, 9600, 10341, 11029, 11760, 12509, 13189, 13941, 14720]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,IT2,[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74],"[  789  1600  2360  3109  3851  4571  5261  5981  6701  7451  8141  8891
  9600 10341 11029 11760 12509 13189 13941 14720]",741.0,5,0,1,21.0,0.917216013835564,46.356971839505064,40.70258778869824
audio-multiple-response,17,61310,0.0-6.0,73,True,v1.1,"[869, 1029, 1171, 1259, 1389, 1520, 1640, 1760, 2011, 2139, 2280, 2440, 2680, 2859, 3011, 3131, 3251, 3400, 3549, 3680, 3811, 3971, 4149, 4331, 4459, 4611, 4779, 4960, 5299, 5480, 5640, 5811, 5979, 6160, 6339, 6579, 6749, 6909, 7080, 7240, 7379, 7509, 7640, 7891, 8051, 8200, 8339, 8459, 8619, 8749, 8899, 9059, 9251, 9411, 9579, 9739, 9899, 10040, 10189, 10349, 10499, 10651, 10840, 11019, 11211, 11379, 11539, 11731, 11909, 12069, 12229, 12379, 12560, 12731, 12899, 13080, 13251, 13419, 13579, 13749, 13899, 14051, 14200, 14371, 14539, 14709, 14880]",,"[70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70]",tapping_test,,,IT2,"[70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70
 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70
 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70
 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70]","[  869  1029  1171  1259  1389  1520  1640  1760  2011  2139  2280  2440
  2680  2859  3011  3131  3251  3400  3549  3680  3811  3971  4149  4331
  4459  4611  4779  4960  5299  5480  5640  5811  5979  6160  6339  6579
  6749  6909  7080  7240  7379  7509  7640  7891  8051  8200  8339  8459
  8619  8749  8899  9059  9251  9411  9579  9739  9899 10040 10189 10349
 10499 10651 10840 11019 11211 11379 11539 11731 11909 12069 12229 12379
 12560 12731 12899 13080 13251 13419 13579 13749 13899 14051 14200 14371
 14539 14709 14880]",160.0,6,0,0,43.0,0.627164263345426,50.5625280486873,23.710239122602587
audio-multiple-response,17,127820,0.0-6.0,76,True,v1.1,"[569, 1440, 2229, 2966, 3831, 4580, 5335, 6107, 6885, 7628, 8435, 9224, 9990, 10739, 11558, 12318, 13131, 13851, 14634]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,IT2,[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74],"[  569  1440  2229  2966  3831  4580  5335  6107  6885  7628  8435  9224
  9990 10739 11558 12318 13131 13851 14634]",775.0,5,0,1,19.0,0.8895399286200099,51.83433911942021,49.003339882928955
audio-multiple-response,17,247661,0.0-6.0,77,False,v1.1,"[639, 1022, 1411, 1788, 2171, 2572, 3001, 3425, 3860, 4325, 4830, 5294, 5735, 6165, 6606, 7070, 7506, 7964, 8377, 8887, 9340, 9828, 10275, 10739, 11180, 11651, 12098, 12579, 12968, 13392, 13833, 14257, 14716]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,IT2,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74]","[  639  1022  1411  1788  2171  2572  3001  3425  3860  4325  4830  5294
  5735  6165  6606  7070  7506  7964  8377  8887  9340  9828 10275 10739
 11180 11651 12098 12579 12968 13392 13833 14257 14716]",441.0,5,1,0,4.0,0.8596502490153604,54.48328985197571,32.99561637917675
