experiment,subject,pitch,ioi,tempo,tempo_range,loudness,tap_condition,key_press,tap_times,true_score,response,rt,error,tapped,tap_type,block,trial,test_correct,test_incorrect,test_skipped,extreme_responses,pearsonr,intercept,slope,residual,illusory_tempo,cooks
IT1,1,3,652,92.02453987730061,2,-16,True,"[74, 74, 74, 74, 74]","[352, 1013, 1531, 2149, 2805]",37.727982709047225,50.0,1204.729999997653,12.272017290952775,True,2,1,36,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,7.097376194695357,15.746130369214741,0.005111360206651751
IT1,1,6,390,153.84615384615384,4,-16,True,"[74, 74, 74, 74, 74, 74]","[341, 747, 917, 1077, 1280, 1483]",74.79787473312055,85.0,3616.120000020601,10.202125266879449,True,2,1,37,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,17.154825186987708,42.396508767754995,0.048273242160880615
IT1,1,7,843,71.17437722419929,1,-13,True,"[74, 74, 74, 74]","[171, 677, 1845, 2731]",19.194949373496982,26.0,2495.5099999788217,6.805050626503018,True,2,1,38,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,-4.432635249651067,-8.728055001559376,0.005204013322315493
IT1,1,5,463,129.58963282937364,4,-13,True,"[74, 74, 74, 74, 74]","[336, 725, 1136, 1568, 2043]",62.42097125758927,74.0,3059.659999969881,11.579028742410728,True,2,1,39,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,14.482649450825186,34.76869714634821,0.022115754055715912
IT1,1,6,652,92.02453987730061,2,-16,True,"[74, 74, 74, 74, 74]","[368, 720, 1541, 2091, 2736]",37.727982709047225,50.0,1495.4849999630824,12.272017290952775,True,2,1,40,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,7.097376194695357,15.746130369214741,0.005111360206651751
IT1,1,7,463,129.58963282937364,4,-16,True,"[74, 74, 74, 74, 74]","[341, 736, 1077, 1509, 1979]",62.42097125758927,67.0,2821.5450000134297,4.579028742410728,True,2,1,41,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,7.4826494508251855,16.6685660266035,0.0053099687460796486
IT1,1,6,358,167.5977653631285,5,-19,True,"[74, 74, 74, 74, 74]","[213, 715, 907, 1205, 1515]",80.97360155738828,81.0,3263.570000010077,0.026398442611721862,True,2,1,42,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,8.999475038572584,20.372210375187574,0.015046176653863742
IT1,1,4,652,92.02453987730061,2,-13,True,"[74, 74, 74, 74, 74]","[352, 997, 1536, 2139, 2789]",37.727982709047225,29.0,3978.899999987334,-8.727982709047225,True,2,1,43,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,-13.902623805304643,-24.906737899140484,0.02433550717401256
IT1,1,7,358,167.5977653631285,5,-16,True,"[74, 74, 74, 74, 74, 74]","[357, 715, 901, 1120, 1365, 1589]",80.97360155738828,83.0,3257.8799999901094,2.026398442611722,True,2,1,44,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,10.999475038572584,25.435942775690226,0.02345436099690873
IT1,1,4,843,71.17437722419929,1,-16,True,"[74, 74, 74, 74, 74, 74]","[363, 704, 1109, 1893, 2715, 3477]",19.194949373496982,23.0,2401.2999999686144,3.805050626503018,True,2,1,45,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,-7.432635249651067,-14.198740868868267,0.013885926497681967
IT1,1,2,302,198.67549668874173,5,-13,True,"[74, 74, 74, 74, 74]","[373, 667, 853, 1056, 1312]",93.24415345434716,78.0,3215.550000022631,-15.244153454347156,True,2,1,46,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,-2.256790352863277,-4.543279979338114,0.004119957481838401
IT1,1,3,504,119.04761904761905,3,-13,True,"[74, 74, 74, 74, 74]","[352, 693, 1184, 1701, 2197]",56.30039424560527,70.0,3130.6850000401028,13.699605754394732,True,2,1,47,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,14.60089193771654,35.09741826879496,0.01964670874244134
IT1,1,4,302,198.67549668874173,5,-19,True,"[74, 74, 74, 74, 74]","[363, 699, 949, 1173, 1392]",93.24415345434716,100.0,3513.1099999998696,6.755846545652844,True,2,1,48,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,19.743209647136723,50.19652982809363,0.12878941216751735
IT1,1,7,504,119.04761904761905,3,-19,True,"[74, 74, 74, 74, 74]","[480, 741, 1109, 1600, 2075]",56.30039424560527,50.0,552.350000012666,-6.300394245605268,True,2,1,49,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,-5.39910806228346,-10.52753112563769,0.003769441319485519
IT1,1,5,652,92.02453987730061,2,-13,True,"[74, 74, 74, 74, 74]","[347, 672, 1552, 2149, 2784]",37.727982709047225,31.0,3972.829999984242,-6.727982709047225,True,2,1,50,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,-11.902623805304643,-21.747768040779047,0.018045219701803717
IT1,1,3,302,198.67549668874173,5,-16,True,"[74, 74, 74, 74, 74]","[368, 688, 880, 1051, 1237]",93.24415345434716,81.0,3729.9300000304356,-12.244153454347156,True,2,1,51,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,0.7432096471367231,1.5430378025325344,4.221086181766188e-05
IT1,1,4,599,100.1669449081803,3,-19,True,"[74, 74, 74, 74, 74]","[379, 629, 1339, 1936, 2432]",43.84378078116181,50.0,857.2549999807961,6.156219218838189,True,2,1,52,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,2.9823492270555363,6.337319158220292,0.0005949311876177572
IT1,1,3,390,153.84615384615384,4,-13,True,"[74, 74, 74, 74, 74]","[341, 704, 965, 1349, 1701]",74.79787473312055,70.0,3032.1149999508634,-4.797874733120551,True,2,1,53,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,2.1548251869877078,4.5396688984723,0.0002930989132315578
IT1,1,2,918,65.359477124183,1,-13,True,"[74, 74, 74, 74, 74, 74]","[384, 725, 1360, 2101, 2949, 3835]",13.046873249910696,21.0,3785.845000005793,7.953126750089304,True,2,1,54,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,-5.295889930505407,-10.33705383814674,0.009010122342275542
IT1,1,4,425,141.1764705882353,4,-19,True,"[74, 74, 74, 74, 74]","[405, 784, 1024, 1339, 1760]",68.5984388693479,77.0,3460.7649999670684,8.401561130652098,True,2,1,55,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,13.32612801006431,31.59537112398852,0.022544723112614566
IT1,1,2,599,100.1669449081803,3,-19,True,"[74, 74, 74, 74, 74]","[363, 949, 1429, 2000, 2576]",43.84378078116181,50.0,925.7249999791384,6.156219218838189,True,2,1,56,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,2.9823492270555363,6.337319158220292,0.0005949311876177572
IT1,1,5,843,71.17437722419929,1,-13,True,"[74, 74, 74, 74, 74, 74]","[352, 688, 1157, 1883, 2741, 3531]",19.194949373496982,33.0,4106.704999983776,13.805050626503018,True,2,1,57,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,2.5673647503489327,5.432007372475424,0.001189823455075671
IT1,1,2,710,84.50704225352112,2,-13,True,"[74, 74, 74, 74]","[384, 773, 1669, 2357]",31.580629700998873,50.0,1243.6700000544079,18.419370299001127,True,2,1,58,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,11.23363496410471,26.042565279359618,0.01679455801707935
IT1,1,5,302,198.67549668874173,5,-19,True,"[74, 74, 74, 74, 74]","[352, 736, 928, 1136, 1376]",93.24415345434716,85.0,2791.650000028312,-8.244153454347156,True,2,1,59,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,4.743209647136723,10.266014481697447,0.0049593829215107505
IT1,1,6,504,119.04761904761905,3,-16,True,"[74, 74, 74, 74]","[549, 1168, 1648, 2107]",56.30039424560527,50.0,599.4350000401028,-6.300394245605268,True,2,1,60,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,-5.39910806228346,-10.52753112563769,0.003769441319485519
IT1,1,5,390,153.84615384615384,4,-16,True,"[74, 74, 74, 74, 74]","[341, 741, 992, 1333, 1701]",74.79787473312055,64.0,2563.854999956675,-10.797874733120551,True,2,2,61,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,-3.8451748130122922,-7.616623371899692,0.004085319677573523
IT1,1,4,918,65.359477124183,1,-19,True,"[74, 74, 74, 74, 74, 74]","[357, 683, 1253, 1904, 2837, 3621]",13.046873249910696,37.0,3981.339999998454,23.953126750089304,True,2,2,62,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,10.704110069494593,24.674922693029153,0.03222166575253254
IT1,1,6,329,182.370820668693,5,-16,True,"[74, 74, 74, 74, 74]","[357, 693, 901, 1125, 1403]",87.06720173383901,73.0,4858.570000040345,-14.067201733839013,True,2,2,63,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,-3.1006160305623354,-6.188505344475275,0.00498135526721722
IT1,1,2,843,71.17437722419929,1,-16,True,"[74, 74, 74, 74, 74, 74]","[357, 736, 1147, 1680, 2629, 3387]",19.194949373496982,50.0,1536.7649999679998,30.805050626503018,True,2,2,64,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,19.567364750348933,49.65335567676077,0.08611810345056518
IT1,1,7,302,198.67549668874173,5,-13,True,"[74, 74, 74, 74]","[635, 864, 1115, 1392]",93.24415345434716,73.0,2283.3899999968708,-20.244153454347156,True,2,2,65,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,-7.256790352863277,-13.887321015293422,0.025707869781474022
IT1,1,5,599,100.1669449081803,3,-16,True,"[74, 74, 74, 74, 74]","[368, 800, 1376, 1925, 2555]",43.84378078116181,50.0,545.990000013262,6.156219218838189,True,2,2,66,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,2.9823492270555363,6.337319158220292,0.0005949311876177572
IT1,1,4,710,84.50704225352112,2,-16,True,"[74, 74, 74, 74, 74]","[341, 885, 1611, 2272, 2987]",31.580629700998873,50.0,966.199999966193,18.419370299001127,True,2,2,67,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,11.23363496410471,26.042565279359618,0.01679455801707935
IT1,1,2,463,129.58963282937364,4,-19,True,"[74, 74, 74, 74, 74]","[293, 741, 1099, 1547, 1947]",62.42097125758927,62.0,1745.9749999688938,-0.42097125758927234,True,2,2,68,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,2.4826494508251855,5.248145669370645,0.0003495087137058755
IT1,1,6,843,71.17437722419929,1,-13,True,"[74, 74, 74, 74, 74]","[363, 725, 1957, 2720, 3456]",19.194949373496982,28.0,2033.5750000085682,8.805050626503018,True,2,2,69,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,-2.4326352496510673,-4.888491835734435,0.001736586568540027
IT1,1,3,425,141.1764705882353,4,-19,True,"[74, 74, 74, 74, 74]","[373, 757, 1056, 1435, 1835]",68.5984388693479,72.0,2506.969999987632,3.401561130652098,True,2,2,70,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,8.32612801006431,18.71379979346137,0.008119587296839093
IT1,1,7,918,65.359477124183,1,-16,True,"[74, 74, 74, 74, 74, 74]","[352, 715, 1205, 1888, 2805, 3520]",13.046873249910696,29.0,2793.665000004694,15.953126750089304,True,2,2,71,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,2.704110069494593,5.7294702585721495,0.0017885404935758156
IT1,1,6,425,141.1764705882353,4,-13,True,"[74, 74, 74, 74]","[363, 752, 1083, 1493]",68.5984388693479,64.0,16856.465000018943,-4.598438869347902,True,2,2,72,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,0.32612801006430914,0.6741924793400689,3.546974396268318e-05
IT1,1,5,358,167.5977653631285,5,-16,True,"[74, 74, 74, 74, 74]","[16, 613, 923, 1264, 1557]",80.97360155738828,72.0,52948.94500001101,-8.973601557388278,True,2,2,73,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,-0.000524961427416315,-0.0010815857431282438,0.00021086041123223758
IT1,1,4,390,153.84615384615384,4,-13,True,"[74, 74, 74, 74, 74]","[373, 688, 1003, 1349, 1717]",74.79787473312055,69.0,3739.515000022948,-5.797874733120551,True,2,2,74,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,1.1548251869877078,2.407847733062586,1.3061180963092065e-05
IT1,1,2,329,182.370820668693,5,-19,True,"[74, 74, 74, 74, 74]","[368, 715, 955, 1205, 1493]",87.06720173383901,72.0,1848.5750000108965,-15.067201733839013,True,2,2,75,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,-4.100616030562335,-8.101552630473424,0.007695303740154411
IT1,1,3,710,84.50704225352112,2,-13,True,"[74, 74, 74, 74]","[571, 1573, 2267, 2917]",31.580629700998873,39.0,3704.5949999592267,7.419370299001127,True,2,2,76,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,0.2336349641047093,0.48252457139450566,5.729879907551662e-06
IT1,1,2,504,119.04761904761905,3,-16,True,"[74, 74, 74, 74, 74]","[363, 779, 1264, 1728, 2192]",56.30039424560527,50.0,762.4950000317767,-6.300394245605268,True,2,2,77,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,-5.39910806228346,-10.52753112563769,0.003769441319485519
IT1,1,7,774,77.51937984496124,2,-16,True,"[74, 74, 74, 74, 74]","[379, 752, 1776, 2485, 3221]",25.354902613380577,35.0,1571.2350000394508,9.645097386619423,True,2,2,78,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,0.42262788974213805,0.8745532260619501,5.497665295394216e-07
IT1,1,3,550,109.0909090909091,3,-19,True,"[74, 74, 74, 74, 74]","[368, 736, 1328, 1845, 2389]",50.0,50.0,567.5099999643862,0.0,True,2,2,79,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,-1.1598751900208484,-2.3613930934538274,0.0003070204273605584
IT1,1,5,1000,60.0,1,-19,True,"[74, 74, 74, 74, 74]","[384, 763, 1349, 2059, 3099]",6.875176187496734,25.0,2036.9100000243634,18.124823812503266,True,2,2,80,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,2.856748784584777,6.06249748619432,0.002664069160762056
IT1,1,6,774,77.51937984496124,2,-19,True,"[74, 74, 74, 74]","[395, 768, 1616, 2459]",25.354902613380577,50.0,447.87999999243766,24.645097386619423,True,2,2,81,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,15.422627889742138,37.40414862848499,0.041318890816057184
IT1,1,7,390,153.84615384615384,4,-13,True,"[74, 74, 74, 74]","[667, 1003, 1349, 1664]",74.79787473312055,65.0,2250.5499999970198,-9.797874733120551,True,2,2,82,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,-2.8451748130122922,-5.693481327735656,0.0025412083571910694
IT1,1,4,329,182.370820668693,5,-16,True,"[74, 74, 74, 74, 74]","[53, 624, 896, 1179, 1472]",87.06720173383901,78.0,2479.425000026822,-9.067201733839013,True,2,2,83,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,1.8993839694376646,3.9909300887343164,0.00022928322130754368
IT1,1,7,550,109.0909090909091,3,-13,True,"[74, 74, 74, 74, 74]","[96, 571, 1221, 1813, 2336]",50.0,50.0,550.9999999776483,0.0,True,2,2,84,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,-1.1598751900208484,-2.3613930934538274,0.0003070204273605584
IT1,1,3,918,65.359477124183,1,-16,True,"[74, 74, 74, 74, 74]","[43, 635, 1984, 2816, 3781]",13.046873249910696,26.0,2292.9150000563823,12.953126750089304,True,2,2,85,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,-0.2958899305054068,-0.6077751974276377,8.397269765972252e-05
IT1,1,6,599,100.1669449081803,3,-13,True,"[74, 74, 74, 74, 74]","[336, 811, 1387, 1899, 2555]",43.84378078116181,50.0,663.4249999769963,6.156219218838189,True,2,2,86,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,2.9823492270555363,6.337319158220292,0.0005949311876177572
IT1,1,5,774,77.51937984496124,2,-19,True,"[74, 74, 74, 74, 74]","[16, 613, 1147, 1749, 2443]",25.354902613380577,50.0,8067.049999954179,24.645097386619423,True,2,2,87,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,15.422627889742138,37.40414862848499,0.041318890816057184
IT1,1,3,358,167.5977653631285,5,-13,True,"[74, 74, 74, 74, 74]","[64, 592, 912, 1237, 1557]",80.97360155738828,71.0,2041.7349999770522,-9.973601557388278,True,2,2,88,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,-1.0005249614274163,-2.0403056720622588,0.0008858771217550932
IT1,1,2,652,92.02453987730061,2,-16,True,"[74, 74, 74, 74, 74]","[43, 603, 1381, 2075, 2699]",37.727982709047225,50.0,1539.4450000021607,12.272017290952775,True,2,2,89,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,7.097376194695357,15.746130369214741,0.005111360206651751
IT1,1,4,550,109.0909090909091,3,-16,True,"[74, 74, 74, 74]","[608, 1200, 1728, 2165]",50.0,50.0,494.38999994890764,0.0,True,2,2,90,6,0,0,29.0,0.9229684649662334,51.15987519002085,33.642600026336545,-1.1598751900208484,-2.3613930934538274,0.0003070204273605584
IT1,2,3,550,109.0909090909091,3,-16,True,"[74, 74, 74, 74]","[772, 1329, 1852, 2397]",50.0,50.0,1337.5749999831896,0.0,True,2,0,1,6,0,0,31.0,0.9028819725263836,48.042562131790575,53.3671528329832,1.957437868209425,2.5749678104558327,0.00013605910498846042
IT1,2,4,652,92.02453987730061,2,-16,True,"[74, 74, 74, 74]","[401, 755, 1503, 2194]",37.727982709047225,24.0,5710.5000000156,-13.727982709047225,True,2,0,2,6,0,0,31.0,0.9028819725263836,48.042562131790575,53.3671528329832,-10.944109685084783,-13.250461802943219,0.004924299547147329
