trial_type,trial_index,time_elapsed,internal_node_id,subject,tap_condition,experiment,code_version,tap_times,stimulus,key_press,event,button_pressed,response,valid_key_press,valid_tap_times,pref_rate,test_correct,test_incorrect,test_skipped,extreme_responses,pearsonr,intercept,slope
audio-multiple-response,17,123211,0.0-6.0,2,True,ITLT,v1.0,"[336, 533, 699, 827, 1115, 1269, 1408, 1547, 1691, 1845, 1989, 2160, 2341, 2491, 2645, 2795, 2971, 3131, 3419, 3568, 3765, 3877, 4048, 4197, 4379, 4507, 4645, 4805, 4976, 5125, 5301, 5461, 5611, 5776, 5941, 6107, 6267, 6437, 6608, 6795, 6955, 7115, 7264, 7440, 7605, 7781, 7904, 8128, 8251, 8443, 8613, 8789, 8955, 9136, 9296, 9445, 9589, 9728, 9899, 10059, 10229, 10411, 10560, 10725, 10885, 11029, 11157, 11296, 11435, 11600, 11749, 11904, 12075, 12256, 12592, 12784, 12955, 13131, 13301, 13477, 13643, 13803, 13995, 14171, 14347, 14507, 14683, 14859]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74]","[  336   533   699   827  1115  1269  1408  1547  1691  1845  1989  2160
  2341  2491  2645  2795  2971  3131  3419  3568  3765  3877  4048  4197
  4379  4507  4645  4805  4976  5125  5301  5461  5611  5776  5941  6107
  6267  6437  6608  6795  6955  7115  7264  7440  7605  7781  7904  8128
  8251  8443  8613  8789  8955  9136  9296  9445  9589  9728  9899 10059
 10229 10411 10560 10725 10885 11029 11157 11296 11435 11600 11749 11904
 12075 12256 12592 12784 12955 13131 13301 13477 13643 13803 13995 14171
 14347 14507 14683 14859]",165.0,6,0,0,18.0,0.934153993555676,48.989465613196316,39.72248949784459
audio-multiple-response,17,144605,0.0-6.0,3,True,ITLT,v1.0,"[1285, 2075, 2853, 3653, 4501, 5296, 6069, 6912, 7792, 8624, 9451, 10293, 11184, 11984, 12848, 13685, 14480]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74],"[ 1285  2075  2853  3653  4501  5296  6069  6912  7792  8624  9451 10293
 11184 11984 12848 13685 14480]",829.5,6,0,0,19.0,0.9574962786741719,52.354007835092645,47.93101676410119
audio-multiple-response,17,94240,0.0-6.0,7,True,ITLT,v1.0,"[632, 1131, 1571, 2061, 2520, 2981, 3480, 3952, 4432, 4941, 5371, 5800, 6301, 6771, 7251, 7701, 8192, 8691, 9181, 9640, 10101, 10581, 11080, 11552, 12011, 12472, 12941, 13392]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74]","[  632  1131  1571  2061  2520  2981  3480  3952  4432  4941  5371  5800
  6301  6771  7251  7701  8192  8691  9181  9640 10101 10581 11080 11552
 12011 12472 12941 13392]",472.0,4,2,0,26.0,0.9335188222468244,47.19491477182055,54.670525379559805
audio-multiple-response,17,125323,0.0-6.0,8,False,ITLT,v1.0,"[560, 1611, 2731, 3779, 4859, 5979, 7100, 8231, 9361, 10530, 11610, 12751, 13839, 14980]",,"[70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70]",tapping_test,,,[70 70 70 70 70 70 70 70 70 70 70 70 70 70],"[  560  1611  2731  3779  4859  5979  7100  8231  9361 10530 11610 12751
 13839 14980]",1120.0,4,0,2,17.0,0.9696182526474164,49.753849340597945,55.57981231537247
audio-multiple-response,17,142066,0.0-6.0,10,True,ITLT,v1.0,"[4949, 5581, 6221, 8120, 12011, 12600, 13229, 13821, 14421]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,[74 74 74 74 74 74 74 74 74],[ 4949  5581  6221  8120 12011 12600 13229 13821 14421],630.5,6,0,0,17.0,0.9149811520628217,46.03931256236699,42.90667757186711
audio-multiple-response,17,161027,0.0-6.0,11,False,ITLT,v1.0,"[693, 1579, 2533, 3531, 4512, 5488, 6411, 7360, 8267, 9173, 10091, 10981, 11856, 12752, 13664, 14592]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74],"[  693  1579  2533  3531  4512  5488  6411  7360  8267  9173 10091 10981
 11856 12752 13664 14592]",918.0,6,0,0,25.0,0.9426785420596022,53.155989578768256,50.9934189058318
audio-multiple-response,17,133802,0.0-6.0,12,True,ITLT,v1.0,"[600, 1461, 2312, 3152, 4061, 4920, 5821, 6712, 7611, 8461, 9381, 10232, 11120, 12000, 12880, 13781, 14632]",,"[70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70]",tapping_test,,,[70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70],"[  600  1461  2312  3152  4061  4920  5821  6712  7611  8461  9381 10232
 11120 12000 12880 13781 14632]",880.0,3,3,0,53.0,0.9210132130928624,48.586612299834854,63.475422191333166
audio-multiple-response,17,106538,0.0-6.0,14,True,ITLT,v1.0,"[181, 901, 1568, 2224, 2864, 3467, 4011, 4597, 5173, 5685, 6272, 6789, 7413, 7904, 8501, 9024, 9733, 10293, 10864, 11424, 11973, 12597, 13115, 13664, 14309, 14795]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74]","[  181   901  1568  2224  2864  3467  4011  4597  5173  5685  6272  6789
  7413  7904  8501  9024  9733 10293 10864 11424 11973 12597 13115 13664
 14309 14795]",576.0,6,0,0,27.0,0.8624647737458395,58.67641717627845,44.60423677758948
audio-multiple-response,17,171355,0.0-6.0,13,False,ITLT,v1.0,"[693, 1227, 1787, 2432, 2976, 3547, 4048, 4587, 5099, 5653, 6139, 6645, 7157, 7771, 8267, 8747, 9275, 9765, 10283, 10859, 11381, 11909, 12416, 12923, 13461, 13995, 14501]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74]","[  693  1227  1787  2432  2976  3547  4048  4587  5099  5653  6139  6645
  7157  7771  8267  8747  9275  9765 10283 10859 11381 11909 12416 12923
 13461 13995 14501]",525.0,6,0,0,25.0,0.9212952632329928,49.50541147764749,44.1727730744757
audio-multiple-response,17,151145,0.0-6.0,15,True,ITLT,v1.0,"[837, 1664, 2443, 3232, 4048, 4837, 5589, 6379, 7237, 8032, 8789, 9563, 10405, 11200, 11931, 12811, 13536, 14304]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74],"[  837  1664  2443  3232  4048  4837  5589  6379  7237  8032  8789  9563
 10405 11200 11931 12811 13536 14304]",789.0,5,0,1,12.0,0.8966136816987865,47.79318884871719,46.65079067193372
audio-multiple-response,17,113947,0.0-6.0,16,True,ITLT,v1.0,"[572, 1112, 1721, 2310, 2882, 3463, 4011, 4641, 5222, 5811, 6371, 6922, 7483, 8072, 8612, 9213, 9773, 10321, 10890, 11442, 11900, 12411, 12992, 13592, 14170, 14692]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74]","[  572  1112  1721  2310  2882  3463  4011  4641  5222  5811  6371  6922
  7483  8072  8612  9213  9773 10321 10890 11442 11900 12411 12992 13592
 14170 14692]",569.0,6,0,0,34.0,0.9567051008034451,46.19862882118787,57.40930175937996
audio-multiple-response,17,377446,0.0-6.0,17,True,ITLT,v1.0,"[522, 662, 784, 900, 998, 1109, 1213, 1324, 1434, 1544, 1654, 1759, 1869, 1974, 2084, 2200, 2316, 2432, 2537, 2647, 2763, 2885, 2984, 3088, 3199, 3297, 3408, 3524, 3628, 3744, 3855, 3971, 4087, 4203, 4325, 4441, 4563, 4690, 4824, 4952, 5149, 5306, 5492, 5642, 5886, 6037, 6177, 6339, 6490, 6635, 6780, 6925, 7070, 7245, 7401, 7570, 7726, 7883, 8040, 8208, 8382, 8545, 8690, 8882, 9015, 9189, 9346, 9526, 9694, 9851, 10002, 10147, 10315, 10501, 10710, 10896, 11047, 11186, 11355, 11500, 11656, 11813, 11970, 12127, 12272, 12434, 12585, 12910, 13067, 13218, 13380, 13531, 13706, 13880, 14060, 14234, 14396, 14611, 14809, 14948]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74]","[  522   662   784   900   998  1109  1213  1324  1434  1544  1654  1759
  1869  1974  2084  2200  2316  2432  2537  2647  2763  2885  2984  3088
  3199  3297  3408  3524  3628  3744  3855  3971  4087  4203  4325  4441
  4563  4690  4824  4952  5149  5306  5492  5642  5886  6037  6177  6339
  6490  6635  6780  6925  7070  7245  7401  7570  7726  7883  8040  8208
  8382  8545  8690  8882  9015  9189  9346  9526  9694  9851 10002 10147
 10315 10501 10710 10896 11047 11186 11355 11500 11656 11813 11970 12127
 12272 12434 12585 12910 13067 13218 13380 13531 13706 13880 14060 14234
 14396 14611 14809 14948]",145.0,6,0,0,7.0,0.9544084044832779,53.99759250174665,50.492551132256835
audio-multiple-response,17,126812,0.0-6.0,4,True,ITLT,v1.0,"[412, 673, 882, 1097, 1295, 1469, 1666, 1852, 2055, 2229, 2444, 2641, 2833, 3042, 3245, 3425, 3617, 3953, 4122, 4296, 4470, 4667, 4841, 5027, 5224, 5410, 5608, 5799, 5968, 6153, 6339, 6502, 6699, 6902, 7082, 7262, 7448, 7645, 7837, 8034, 8220, 8411, 8603, 8806, 9004, 9195, 9404, 9601, 9816, 9996, 10223, 10397, 10617, 10797, 10995, 11204, 11413, 11604, 11802, 12011, 12220, 12405, 12597, 12794, 12974, 13183, 13398, 13578, 13781, 13973, 14176, 14367, 14541, 14872]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74]","[  412   673   882  1097  1295  1469  1666  1852  2055  2229  2444  2641
  2833  3042  3245  3425  3617  3953  4122  4296  4470  4667  4841  5027
  5224  5410  5608  5799  5968  6153  6339  6502  6699  6902  7082  7262
  7448  7645  7837  8034  8220  8411  8603  8806  9004  9195  9404  9601
  9816  9996 10223 10397 10617 10797 10995 11204 11413 11604 11802 12011
 12220 12405 12597 12794 12974 13183 13398 13578 13781 13973 14176 14367
 14541 14872]",197.0,5,0,1,60.0,0.8891179908300029,50.46742050400542,60.04605783319633
audio-multiple-response,17,147952,0.0-6.0,18,False,ITLT,v1.0,[4888],,[74],tapping_test,,,[74],[4888],,4,1,1,22.0,0.6813508916784774,53.95145559811054,20.867457673907
audio-multiple-response,17,152049,0.0-6.0,20,True,ITLT,v1.0,"[621, 1072, 1501, 1981, 2480, 2931, 3392, 3861, 4331, 4792, 5251, 5712, 6160, 6632, 7080, 7501, 7941, 8411, 8872, 9320, 9752, 10221, 10672, 11101, 11552, 11992, 12461, 12880, 13301, 13781, 14221, 14680]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74]","[  621  1072  1501  1981  2480  2931  3392  3861  4331  4792  5251  5712
  6160  6632  7080  7501  7941  8411  8872  9320  9752 10221 10672 11101
 11552 11992 12461 12880 13301 13781 14221 14680]",451.0,6,0,0,51.0,0.9337266475048116,50.137309478968426,53.21167941816329
audio-multiple-response,17,149527,0.0-6.0,21,True,ITLT,v1.0,"[0, 288, 528, 720, 880, 1099, 1280, 1459, 1648, 1829, 1979, 2128, 2288, 2440, 2608, 2739, 2888, 3040, 3189, 3328, 3488, 3640, 3808, 3960, 4120, 4259, 4429, 4589, 4728, 4880, 5029, 5179, 5328, 5480, 5629, 5779, 5939, 6088, 6240, 6389, 6560, 6709, 6859, 7019, 7168, 7320, 7469, 7608, 7752, 7899, 8040, 8200, 8349, 8499, 8659, 8808, 8968, 9128, 9280, 9448, 9600, 9760, 9920, 10080, 10229, 10400, 10560, 10720, 10899, 11059, 11229, 11389, 11560, 11728, 11888, 12048, 12208, 12379, 12539, 12699, 12869, 13040, 13189, 13320, 13459, 13589, 13739, 13888, 14048, 14200, 14328, 14488, 14648, 14829, 14979]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74]","[    0   288   528   720   880  1099  1280  1459  1648  1829  1979  2128
  2288  2440  2608  2739  2888  3040  3189  3328  3488  3640  3808  3960
  4120  4259  4429  4589  4728  4880  5029  5179  5328  5480  5629  5779
  5939  6088  6240  6389  6560  6709  6859  7019  7168  7320  7469  7608
  7752  7899  8040  8200  8349  8499  8659  8808  8968  9128  9280  9448
  9600  9760  9920 10080 10229 10400 10560 10720 10899 11059 11229 11389
 11560 11728 11888 12048 12208 12379 12539 12699 12869 13040 13189 13320
 13459 13589 13739 13888 14048 14200 14328 14488 14648 14829 14979]",160.0,4,1,1,85.0,0.8730944560187621,51.79604576687038,64.8804793014206
audio-multiple-response,17,158570,0.0-6.0,27,False,ITLT,v1.0,"[549, 1288, 2149, 2859, 3659, 4400, 5149, 5909, 6629, 7448, 8328, 9099, 9880, 10659, 11480, 12240, 13069, 13819, 14680]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74],"[  549  1288  2149  2859  3659  4400  5149  5909  6629  7448  8328  9099
  9880 10659 11480 12240 13069 13819 14680]",775.0,5,0,1,23.0,0.9242922389938778,44.68135813793121,36.29848784960284
audio-multiple-response,17,162806,0.0-6.0,28,True,ITLT,v1.0,"[453, 1952, 2688, 3307, 3963, 4539, 5109, 5712, 6336, 6928, 7531, 8075, 8651, 9216, 9824, 10389, 10976, 11541, 12165, 12789, 13333, 13856, 14421]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74],"[  453  1952  2688  3307  3963  4539  5109  5712  6336  6928  7531  8075
  8651  9216  9824 10389 10976 11541 12165 12789 13333 13856 14421]",589.5,6,0,0,50.0,0.726427346183492,55.15922741086182,55.819637760254906
audio-multiple-response,17,2349923,0.0-6.0,29,False,ITLT,v1.0,"[331, 1640, 2920, 4200, 5451, 6651, 8139, 9440, 10931, 12349, 13829]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,[74 74 74 74 74 74 74 74 74 74 74],[  331  1640  2920  4200  5451  6651  8139  9440 10931 12349 13829],1305.0,0,6,0,25.0,0.9057669510058132,50.808291467203446,56.52929750437225
audio-multiple-response,17,148027,0.0-6.0,30,False,ITLT,v1.0,"[709, 989, 1309, 1579, 1880, 2149, 2459, 2720, 3008, 3299, 3560, 3848, 4160, 4440, 4720, 5019, 5309, 5629, 5909, 6189, 6520, 6800, 7069, 7328, 7579, 7859, 8128, 8389, 8680, 8920, 9240, 9469, 9760, 10029, 10288, 10549, 10848, 11160, 11440, 11760, 12029, 12288, 12568, 12848, 13149, 13389, 13680, 13939, 14229, 14520, 14819]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74]","[  709   989  1309  1579  1880  2149  2459  2720  3008  3299  3560  3848
  4160  4440  4720  5019  5309  5629  5909  6189  6520  6800  7069  7328
  7579  7859  8128  8389  8680  8920  9240  9469  9760 10029 10288 10549
 10848 11160 11440 11760 12029 12288 12568 12848 13149 13389 13680 13939
 14229 14520 14819]",280.0,5,0,1,13.0,0.8978888338726374,51.54702655272796,45.647756506576556
audio-multiple-response,17,122502,0.0-6.0,31,True,ITLT,v1.0,"[1280, 1824, 2432, 3008, 3648, 4224, 4832, 5408, 5984, 6560, 7136, 7680, 8256, 8864, 9408, 10016, 10592, 11168, 11744, 12352, 12928, 13472, 14048, 14592]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74],"[ 1280  1824  2432  3008  3648  4224  4832  5408  5984  6560  7136  7680
  8256  8864  9408 10016 10592 11168 11744 12352 12928 13472 14048 14592]",576.0,0,5,1,45.0,0.9220224562067698,51.14596481375626,59.31475036454159
audio-multiple-response,17,242500,0.0-6.0,32,True,ITLT,v1.0,"[520, 1019, 1491, 1899, 2339, 2669, 3011, 3269, 3531, 3779, 4029, 4299, 4549, 4800, 5029, 5291, 5549, 5779, 6029, 6269, 6499, 6739, 7011, 7200, 7419, 7659, 7899, 8139, 8371, 8571, 8819, 9059, 9320, 9549, 9829, 10059, 10331, 10600, 10891, 11179, 11499, 11789, 12099, 12419, 12760, 13069, 13400, 13699, 14040, 14339, 14680, 14989]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74]","[  520  1019  1491  1899  2339  2669  3011  3269  3531  3779  4029  4299
  4549  4800  5029  5291  5549  5779  6029  6269  6499  6739  7011  7200
  7419  7659  7899  8139  8371  8571  8819  9059  9320  9549  9829 10059
 10331 10600 10891 11179 11499 11789 12099 12419 12760 13069 13400 13699
 14040 14339 14680 14989]",262.0,4,0,2,15.0,0.8896426220244741,55.25644414356349,48.87399440706228
audio-multiple-response,17,157956,0.0-6.0,33,False,ITLT,v1.0,"[389, 587, 677, 800, 901, 1029, 1312, 1515, 1696, 1819, 2005, 2155, 2309, 2469, 2629, 2800, 2971, 3115, 3301, 3440, 3595, 3749, 3893, 4021, 4192, 4459, 4640, 4800, 5024, 5205, 5397, 5632, 5776, 5979, 6165, 6331, 6523, 6709, 6928, 7125, 7296, 7472, 7664, 7851, 8064, 8251, 8443, 8640, 8864, 9056, 9243, 9435, 9627, 9808, 9979, 10165, 10299, 10469, 10656, 10880, 11035, 11221, 11397, 11573, 11744, 11899, 12059, 12384, 12565, 12715, 12864, 13029, 13195, 13365, 13541, 13728, 13936, 14128, 14293, 14421, 14576, 14715, 14891]",,"[70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70]",tapping_test,,,"[70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70
 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70
 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70
 70 70 70 70 70 70 70 70 70 70 70]","[  389   587   677   800   901  1029  1312  1515  1696  1819  2005  2155
  2309  2469  2629  2800  2971  3115  3301  3440  3595  3749  3893  4021
  4192  4459  4640  4800  5024  5205  5397  5632  5776  5979  6165  6331
  6523  6709  6928  7125  7296  7472  7664  7851  8064  8251  8443  8640
  8864  9056  9243  9435  9627  9808  9979 10165 10299 10469 10656 10880
 11035 11221 11397 11573 11744 11899 12059 12384 12565 12715 12864 13029
 13195 13365 13541 13728 13936 14128 14293 14421 14576 14715 14891]",176.0,1,3,2,90.0,0.907792036428414,46.55751649761706,65.3849142206084
audio-multiple-response,17,203322,0.0-6.0,34,False,ITLT,v1.0,"[816, 1973, 3253, 4517, 5829, 7120, 8395, 9691, 11061, 12427, 13744]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,[74 74 74 74 74 74 74 74 74 74 74],[  816  1973  3253  4517  5829  7120  8395  9691 11061 12427 13744],1293.5,6,0,0,30.0,0.8792790950914859,54.09556265892661,41.40428214469905
audio-multiple-response,17,111748,0.0-6.0,35,False,ITLT,v1.0,"[1264, 1771, 2272, 2768, 3267, 3749, 4240, 4741, 5248, 5701, 6219, 6709, 7195, 7701, 8213, 8720, 9189, 9680, 10155, 10640, 11125, 11600, 12080, 12555, 13051, 13531, 14043, 14485, 14971]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,"[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
 74 74 74 74 74]","[ 1264  1771  2272  2768  3267  3749  4240  4741  5248  5701  6219  6709
  7195  7701  8213  8720  9189  9680 10155 10640 11125 11600 12080 12555
 13051 13531 14043 14485 14971]",490.5,6,0,0,23.0,0.8624156340302476,47.5786185787117,49.05056135137709
audio-multiple-response,17,112453,0.0-6.0,36,False,ITLT,v1.0,"[1103, 1945, 2844, 3721, 4685, 5695, 6635, 7564, 8522, 9491, 10397, 11343, 12301, 13293, 14222]",,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",tapping_test,,,[74 74 74 74 74 74 74 74 74 74 74 74 74 74 74],"[ 1103  1945  2844  3721  4685  5695  6635  7564  8522  9491 10397 11343
 12301 13293 14222]",943.0,6,0,0,21.0,0.9277107214414544,54.86593455937966,47.60706107330542
