experiment,subject,pitch,ioi,tempo,tempo_range,loudness,tap_condition,key_press,tap_times,true_score,response,rt,error,tapped,tap_type,block,trial,test_correct,test_incorrect,test_skipped,extreme_responses,pearsonr,intercept,slope,residual,illusory_tempo,cooks
ITLT,2,7,302,198.67549668874173,5,2,True,"[74, 74, 74, 74, 74]","[341, 683, 907, 1157, 1403]",93.24415345434716,86.0,4031.6400000010617,-7.244153454347156,True,2,0,1,6,0,0,18.0,0.9341539872436123,48.989465613196316,39.72248949784458,2.6552257581340086,6.684439449038275,0.00013876931447520435
ITLT,2,4,463,129.58963282937364,4,1,True,"[74, 74, 74, 74, 74]","[384, 864, 1211, 1584, 2005]",62.42097125758927,71.0,4149.534999975003,8.579028742410728,True,2,0,2,6,0,0,18.0,0.9341539872436123,48.989465613196316,39.72248949784458,12.1426963801513,30.56882016624408,0.0113388410987629
ITLT,2,6,358,167.5977653631285,5,2,True,"[74, 74, 74, 74]","[320, 576, 869, 1243]",80.97360155738828,85.0,2671.2899999693036,4.026398442611722,True,2,0,3,6,0,0,18.0,0.9341539872436123,48.989465613196316,39.72248949784458,11.403563135328113,28.708077664535338,0.018184975222170385
ITLT,2,3,599,100.1669449081803,3,0,True,"[74, 74, 74, 74]","[288, 917, 1451, 2085]",43.84378078116181,29.0,2807.3800000129268,-14.843780781161811,True,2,0,4,6,0,0,18.0,0.9341539872436123,48.989465613196316,39.72248949784458,-15.098658547861739,-38.010353174568834,0.02251188978445618
ITLT,2,4,358,167.5977653631285,5,1,True,"[74, 74, 74, 74]","[651, 939, 1136, 1397]",80.97360155738828,80.0,2564.5450000301935,-0.9736015573882781,True,2,0,5,6,0,0,18.0,0.9341539872436123,48.989465613196316,39.72248949784458,6.403563135328113,16.12074977243202,0.004206313551945801
ITLT,2,6,918,65.359477124183,1,2,True,"[74, 74, 74]","[368, 651, 2197]",13.046873249910696,7.0,2396.920000028331,-6.046873249910696,True,2,0,6,6,0,0,18.0,0.9341539872436123,48.989465613196316,39.72248949784458,-12.632061828337477,-31.80078083732118,0.04322574574130009
ITLT,2,5,358,167.5977653631285,5,0,True,"[74, 74, 74, 74]","[336, 832, 1179, 1552]",80.97360155738828,93.0,3121.4200000395067,12.026398442611722,True,2,0,7,6,0,0,18.0,0.9341539872436123,48.989465613196316,39.72248949784458,19.403563135328113,48.847802291900635,0.06093225965158948
ITLT,2,6,390,153.84615384615384,4,1,True,"[74, 74, 74, 74]","[288, 715, 1019, 1408]",74.79787473312055,65.0,2999.690000026021,-9.797874733120551,True,2,0,8,6,0,0,18.0,0.9341539872436123,48.989465613196316,39.72248949784458,-3.690131986301253,-9.289780255342475,0.004406215475549792
ITLT,2,3,774,77.51937984496124,2,0,True,"[74, 74, 74]","[549, 1877, 2731]",25.354902613380577,19.0,2457.2799999732524,-6.3549026133805775,True,2,0,9,6,0,0,18.0,0.9341539872436123,48.989465613196316,39.72248949784458,-10.41017317092938,-26.207252623212995,0.01927125125004104
ITLT,2,5,463,129.58963282937364,4,1,True,"[74, 74, 74, 74]","[421, 800, 1147, 1568]",62.42097125758927,75.0,2576.7699999851175,12.579028742410728,True,2,0,10,6,0,0,18.0,0.9341539872436123,48.989465613196316,39.72248949784458,16.1426963801513,40.63868247992673,0.021400102922154097
