"s","a","b1","b2","b3","b4","b5"
"2008",-1.70632847828138e-14,-3.13250426482375,-34.9292052773913,-0.586300476002928,9.14386575094129,-4.24815996866463
"2010",2.11967318233784e-14,-26.3608830480152,-14.2275283372069,16.4734332767571,13.6228709407943,-4.92738634550538
"2011",-2.52875712236838e-15,-10.2818928035146,-4.91294116365605,15.9386856862517,2.69411124413019,-4.36910458616588
"2012",-4.37889001905517e-14,23.420569295115,-7.5045689900124,-18.0443778406483,1.86569729946073,-0.5701275495523
"2014",-5.67209703328758e-14,21.7528802794328,15.853214978071,42.7716699170455,-10.1436925076639,5.21997446626778
"2013",3.40767492742251e-14,6.65203273341787,21.9871878953431,0.570519379977702,21.6623535145413,-20.9832919273554
"2015",-5.19046936256427e-14,-18.9461250285968,4.08307537651008,1.97072657849671,-5.45556097707127,-24.9628257321713
"2016",-5.55894181006883e-15,-33.0710652003992,-10.3825623623031,-3.15438588701834,14.4979163054245,6.08557579272228
"2017",1.46865015252612e-14,-1.54589204877334,-8.7446277648046,9.91273114644401,-0.509976766223968,1.71757627790039
"2004",4.24309911259214e-14,-6.76002377578727,-5.82602446952826,-35.5886380273272,23.9774126412428,-9.08131660131108
"2018",-3.82590261486846e-14,3.55562106126527,-84.1404550531314,-69.2960961020949,8.60069864090791,-0.0628002572882664
"2020",3.75439186132399e-14,16.0905532033417,21.7911019599341,26.7099693698242,-0.247883697591403,-5.73372386044401
"2027",-1.64819928549588e-14,-3.2095619860495,-7.63699998638416,-21.2685540167725,-4.89356211336021,-9.71379391598836
"2028",4.96649957666012e-15,7.68024048522247,0.647056298981571,-36.8372210910569,-24.8701593673996,-22.1222328629803
"2029",1.37953242564299e-14,-9.3382074540419,-20.2446318342722,17.9854198733521,-9.20325221375341,1.20731289301135
"2030",1.61481673172336e-14,-2.32817167767958,-0.638429861084141,-18.2674390536866,34.6552400405501,-13.3913189984067
"2031",1.24023121074198e-14,0.854853999965578,-17.6784814039715,15.7778648411183,4.0309358087605,9.792570673294
"2032",3.47588106545722e-14,32.4146344572236,3.92246204492891,-11.1977617795706,-19.5024983263834,-23.9453325735194
"2034",7.82399125319674e-14,-34.7512529267222,20.9830946407923,16.9453784296892,10.0826232720539,-20.2882516073473
"2035",3.30556310330521e-14,2.15682461396579,15.3553353030928,-17.0529964359795,-27.0984179240563,-6.56205306851019
"2036",-2.77890360089946e-14,-4.30456027041932,-34.5912654030904,7.92391802519773,15.2393823846363,-2.73660266755613
"2037",1.18946818388145e-15,16.8713788401408,2.16271943067435,-0.605374599830118,-8.55279580498754,7.31858196747895
"2040",-1.33751388957247e-14,6.64934071074923,1.27692097929951,-6.26242666553208,12.6268206738688,-14.5754567719067
"2042",-2.82473110601423e-14,-12.2220227449605,-6.53740196760391,-13.4220218352288,-12.1373532346911,4.76546846252378
"2043",3.26974699574717e-14,-6.20742118930187,2.83379010715793,6.99805034491429,26.0950082631131,-1.02688842264401
"2041",-8.83756697132011e-14,5.0508203409622,-14.1269506094106,-8.47199341835839,24.9603815662595,2.3954154027888
"2044",-7.67830680281657e-16,-10.5423886561633,-6.07593232787071,-3.62594860229208,1.01684002712247,-0.520797974320399
"2045",-1.26424352469843e-14,-5.15765337842652,-1.97800805716868,-6.56365672219926,6.15010285837938,-11.8742132711769
"2046",-7.49062737454549e-14,-29.4799968984425,-3.48450659535713,17.6442031318818,-27.4888342481711,-3.28414223113341
"2047",6.55030834433671e-15,-2.56573292671291,12.9311142503471,16.2871874842682,-11.5620585654054,15.2187095289465
"2048",7.19557834829305e-14,-10.84911007265,-11.9845870899639,-4.11854542431596,18.6301397360816,-2.46718606629072
"2049",-3.37639071450095e-14,36.026030384023,-30.0771795993946,-18.5361958827286,14.2175854209317,17.5386860144816
"2053",-3.33752226906083e-14,-13.278910682273,12.3686724006247,21.5489809641492,-23.757540928254,21.9990778076783
"2050",-4.97054402747723e-14,28.2884277542961,-10.9965954042245,1.1709664139344,2.0110885130413,4.33693459113729
"2051",-5.98438319293209e-14,43.134194742134,-18.3667008480446,-14.3522563180114,-4.16088749931951,-21.888234573993
"2052",-2.84972544528201e-14,21.6632654958971,-23.6659308959067,30.6240408854018,-33.8303499618985,-34.6724323237395
"2055",3.77874672206928e-15,3.41236429403549,2.62044086717166,-31.521985391957,-22.7762274118836,43.3439296371638
"2056",2.19938766586705e-14,-1.30672351434038,-1.77617883247338,12.9447634871227,11.0101603200192,-3.27414145784351
"2057",-3.27070743954652e-14,5.32084373389167,13.4637509581048,-39.4811979021259,-10.6530102999998,6.1014770419656
"2058",8.42403105094517e-15,-21.1581148053854,35.7911386302745,73.6482329182672,37.170489596542,-9.06605510232757
"2059",8.93421897377542e-16,89.7923282565422,-14.5373501178464,-9.22622574353114,6.06795420623428,16.6838725382141
"2061",-2.54828526200303e-14,-11.588888658792,6.42289899806223,0.519396676954152,18.1057288338312,-22.6590551563211
"2062",-5.30408161544349e-15,31.9002017664702,-18.057136607405,36.3761680124522,66.8795090880988,-27.3598969382485
"2063",-2.04300072811505e-14,3.26972713673567,-4.33494842629893,-4.70803123360753,1.24497559962884,9.25352674838586
"2066",-4.91987217441162e-14,3.5696541320341,-12.9055935395945,26.6268849823019,8.61153342266928,-2.04317480873862
"2068",-3.17107533594629e-14,24.7303023452537,-27.045392873116,-23.4744915494056,63.1336368104852,-71.0899734386961
"2069",9.0432394296631e-15,12.9646672774535,-29.3641845043726,17.2949277827621,4.90123342538779,-6.06864607250345
"2071",3.2954578169634e-15,19.5195373997136,-9.06438016517327,-11.9497064130538,-4.15129478543742,12.7722068007653
"2070",-5.26906937670073e-14,-18.4893577336879,-0.770747000773576,-2.93777613121557,14.7338226537044,19.479850844076
"2073",1.67675187129276e-14,9.48623227101712,-6.30960868749135,26.9858343577055,-31.9808550601674,18.0146898074218
"2076",-1.22929809477526e-14,3.54249590635492,-15.1355606182134,-27.7143550016689,-10.0882194268013,-4.25679135978853
"2077",-1.77036104115498e-14,-12.8823700099811,17.4806015960464,3.71067998929969,-5.87632439259976,-24.1909085320741
"2078",-1.5349145620851e-14,-18.7793625637084,-35.0237114306656,-13.7548296464768,29.5048967284317,-7.11491969415424
"2079",4.29711232472464e-14,48.5330843716524,-16.6530939912176,-34.3588471778803,6.84840586964722,-0.668546167466087
"2081",9.87144920053194e-15,23.4375700836553,-15.3622150903494,-2.63729105090035,-5.22068322197385,-15.1829761284983
"2082",-6.3439804983339e-15,13.1334607711815,-12.4299670861987,1.85841068171374,17.4484733189038,-24.9742123302991
"2084",-4.40028309892479e-14,-41.6950058910754,-16.5305842866826,34.9638259318378,-3.50409067444634,12.7083627153692
"2085",8.0712767118038e-16,-7.42332047069926,24.2711703054586,10.8222542090069,6.63326047656977,-14.2012331540751
"2089",6.58931043289745e-14,11.99780315873,-8.58759261393438,26.7772141511343,20.4099342627086,-22.5843384067008
"2092",-3.62262972065719e-14,-3.18647418473201,-39.3371818244238,-2.95328789641014,-10.1511051670976,-0.67965087794385
"2093",-5.69277268974566e-14,-5.79418312569717,-0.832296742513749,-9.29503343552746,16.4427413352326,-2.64651802842713
"2096",-4.94193492540463e-14,10.6086280176697,-9.78603088067375,-11.6076935686947,8.87775226857176,0.042346761015903
"2099",-4.98986089196342e-14,-1.36437708767396,0.103682239354185,31.1579359570274,5.43958149386266,-7.02648983715619
"2100",5.11368821320498e-14,-7.8472875686789,-21.0401294908435,38.1823088957445,-8.90161620576511,-7.1080911112134
"2102",5.17365642369144e-15,15.0879584991802,-6.75487895978585,61.8556635723321,-24.9767824702658,-28.2252913189231
"2103",4.53704876933368e-14,6.58950451809215,-10.4868074832145,-2.60566388394577,-41.7520521387716,13.2255026401364
"2106",1.56898844611726e-14,-16.1717842131324,-14.2645742661326,18.4666527590404,8.37759229572331,-43.3706713171701
"2107",-7.16331553656821e-15,3.53305871033932,21.3175545455777,-6.02820427612935,-15.854288748652,-0.334042399115809
